,spk1,spk2,spk3
54.76,0.0,0.0,0.0
54.78,0.0,0.0,0.0
54.800000000000004,0.0,0.0,0.0
54.82,0.0,0.0,0.0
54.84,0.0,0.0,0.0
54.86,0.0,0.0,0.0
54.88,0.0,0.0,0.0
54.9,0.0,0.0,0.0
54.92,0.0,0.0,0.0
54.94,0.0,0.0,0.0
54.96,0.0,0.0,0.0
54.980000000000004,0.0,0.0,0.0
55.0,0.0,0.0,0.0
55.02,0.0,0.0,0.0
55.04,0.0,0.0,0.0
55.06,0.0,0.0,0.0
55.08,0.0,0.0,0.0
55.1,0.0,0.0,0.0
55.120000000000005,0.0,0.0,0.0
55.14,0.0,0.0,0.0
55.160000000000004,0.0,0.0,0.0
55.18,0.0,0.0,0.0
55.2,0.0,0.0,0.0
55.22,1.0,0.0,1.0
55.24,1.0,0.0,1.0
55.26,1.0,0.0,1.0
55.28,1.0,0.0,1.0
55.300000000000004,1.0,0.0,1.0
55.32,1.0,0.0,1.0
55.34,1.0,0.0,1.0
55.36,1.0,0.0,1.0
55.38,1.0,0.0,1.0
55.4,1.0,0.0,1.0
55.42,1.0,0.0,1.0
55.44,1.0,0.0,1.0
55.46,1.0,0.0,1.0
55.480000000000004,1.0,0.0,1.0
55.5,1.0,0.0,1.0
55.52,1.0,0.0,1.0
55.54,1.0,0.0,1.0
55.56,1.0,0.0,1.0
55.58,1.0,0.0,1.0
55.6,1.0,0.0,1.0
55.620000000000005,1.0,0.0,1.0
55.64,1.0,0.0,1.0
55.660000000000004,1.0,0.0,1.0
55.68,1.0,0.0,1.0
55.7,1.0,0.0,1.0
55.72,1.0,0.0,1.0
55.74,1.0,0.0,1.0
55.76,1.0,0.0,1.0
55.78,1.0,0.0,1.0
55.800000000000004,1.0,0.0,1.0
55.82,1.0,0.0,1.0
55.84,1.0,0.0,1.0
55.86,1.0,0.0,1.0
55.88,1.0,0.0,1.0
55.9,1.0,0.0,1.0
55.92,1.0,0.0,1.0
55.94,1.0,0.0,1.0
55.96,1.0,0.0,1.0
55.980000000000004,1.0,0.0,1.0
56.0,1.0,0.0,1.0
56.02,1.0,0.0,1.0
56.04,1.0,0.0,1.0
56.06,1.0,0.0,1.0
56.08,1.0,0.0,1.0
56.1,1.0,0.0,1.0
56.120000000000005,1.0,0.0,1.0
56.14,1.0,0.0,1.0
56.160000000000004,1.0,0.0,1.0
56.18,1.0,0.0,1.0
56.2,1.0,0.0,1.0
56.22,1.0,0.0,1.0
56.24,1.0,0.0,1.0
56.26,1.0,0.0,1.0
56.28,1.0,0.0,1.0
56.300000000000004,1.0,0.0,1.0
56.32,1.0,0.0,1.0
56.34,1.0,0.0,1.0
56.36,1.0,0.0,1.0
56.38,1.0,0.0,1.0
56.4,1.0,0.0,1.0
56.42,1.0,0.0,1.0
56.44,1.0,0.0,1.0
56.46,1.0,0.0,1.0
56.480000000000004,1.0,0.0,1.0
56.5,1.0,0.0,1.0
56.52,1.0,0.0,1.0
56.54,1.0,0.0,1.0
56.56,1.0,0.0,1.0
56.58,1.0,0.0,1.0
56.6,1.0,0.0,1.0
56.620000000000005,1.0,0.0,1.0
56.64,1.0,0.0,1.0
56.660000000000004,0.0,0.0,1.0
56.68,0.0,0.0,1.0
56.7,0.0,0.0,1.0
56.72,0.0,0.0,1.0
56.74,0.0,0.0,1.0
56.76,0.0,0.0,1.0
56.78,0.0,0.0,1.0
56.800000000000004,0.0,0.0,1.0
56.82,0.0,0.0,1.0
56.84,0.0,0.0,1.0
56.86,0.0,0.0,1.0
56.88,0.0,0.0,1.0
56.9,0.0,0.0,1.0
56.92,0.0,0.0,1.0
56.94,0.0,0.0,1.0
56.96,0.0,0.0,1.0
56.980000000000004,0.0,0.0,1.0
57.0,0.0,0.0,1.0
57.02,0.0,0.0,1.0
57.04,0.0,0.0,1.0
57.06,0.0,0.0,1.0
57.08,0.0,0.0,1.0
57.1,0.0,0.0,1.0
57.120000000000005,0.0,0.0,1.0
57.14,1.0,1.0,1.0
57.160000000000004,1.0,1.0,1.0
57.18,1.0,1.0,1.0
57.2,1.0,1.0,1.0
57.22,1.0,1.0,1.0
57.24,1.0,1.0,1.0
57.26,1.0,1.0,1.0
57.28,1.0,1.0,1.0
57.300000000000004,1.0,1.0,1.0
57.32,1.0,1.0,1.0
57.34,1.0,1.0,1.0
57.36,1.0,1.0,1.0
57.38,1.0,1.0,1.0
57.4,1.0,1.0,1.0
57.42,1.0,1.0,1.0
57.44,1.0,1.0,1.0
57.46,1.0,1.0,1.0
57.480000000000004,1.0,1.0,1.0
57.5,1.0,1.0,1.0
57.52,1.0,1.0,1.0
57.54,1.0,1.0,1.0
57.56,1.0,1.0,1.0
57.58,1.0,1.0,1.0
57.6,1.0,1.0,1.0
57.620000000000005,1.0,1.0,0.0
57.64,1.0,1.0,0.0
57.660000000000004,1.0,1.0,0.0
57.68,1.0,1.0,0.0
57.7,1.0,1.0,0.0
57.72,1.0,1.0,0.0
57.74,1.0,1.0,0.0
57.76,1.0,1.0,0.0
57.78,1.0,1.0,0.0
57.800000000000004,1.0,1.0,0.0
57.82,1.0,1.0,0.0
57.84,1.0,1.0,0.0
57.86,1.0,1.0,0.0
57.88,1.0,1.0,0.0
57.9,1.0,1.0,0.0
57.92,1.0,1.0,0.0
57.94,1.0,1.0,0.0
57.96,1.0,1.0,0.0
57.980000000000004,1.0,1.0,0.0
58.0,1.0,1.0,0.0
58.02,1.0,1.0,0.0
58.04,1.0,1.0,0.0
58.06,1.0,1.0,0.0
58.08,1.0,1.0,0.0
58.1,1.0,0.0,0.0
58.120000000000005,1.0,0.0,0.0
58.14,1.0,0.0,0.0
58.160000000000004,1.0,0.0,0.0
58.18,1.0,0.0,0.0
58.2,1.0,0.0,0.0
58.22,1.0,0.0,0.0
58.24,1.0,0.0,0.0
58.26,1.0,0.0,0.0
58.28,1.0,0.0,0.0
58.300000000000004,1.0,0.0,0.0
58.32,1.0,0.0,0.0
58.34,1.0,0.0,0.0
58.36,1.0,0.0,0.0
58.38,1.0,0.0,0.0
58.4,1.0,0.0,0.0
58.42,1.0,0.0,0.0
58.44,1.0,0.0,0.0
58.46,1.0,0.0,0.0
58.480000000000004,1.0,0.0,0.0
58.5,1.0,0.0,0.0
58.52,1.0,0.0,0.0
58.54,1.0,0.0,0.0
58.56,1.0,0.0,0.0
58.58,1.0,0.0,0.0
58.6,1.0,0.0,0.0
58.620000000000005,1.0,0.0,0.0
58.64,1.0,0.0,0.0
58.660000000000004,1.0,0.0,0.0
58.68,1.0,0.0,0.0
58.7,1.0,0.0,0.0
58.72,1.0,0.0,0.0
58.74,1.0,0.0,0.0
58.76,1.0,0.0,0.0
58.78,1.0,0.0,0.0
58.800000000000004,1.0,0.0,0.0
58.82,1.0,0.0,0.0
58.84,1.0,0.0,0.0
58.86,1.0,0.0,0.0
58.88,1.0,0.0,0.0
58.9,1.0,0.0,0.0
58.92,1.0,0.0,0.0
58.94,1.0,0.0,0.0
58.96,1.0,0.0,0.0
58.980000000000004,1.0,0.0,0.0
59.0,1.0,0.0,0.0
59.02,1.0,0.0,0.0
59.04,1.0,0.0,0.0
59.06,1.0,0.0,0.0
59.08,1.0,0.0,0.0
59.1,1.0,0.0,0.0
59.120000000000005,1.0,0.0,0.0
59.14,1.0,0.0,0.0
59.160000000000004,1.0,0.0,0.0
59.18,1.0,0.0,0.0
59.2,1.0,0.0,0.0
59.22,1.0,0.0,0.0
59.24,1.0,0.0,0.0
59.26,1.0,0.0,0.0
59.28,1.0,0.0,0.0
59.300000000000004,1.0,0.0,0.0
59.32,1.0,0.0,0.0
59.34,1.0,0.0,0.0
59.36,1.0,0.0,0.0
59.38,1.0,0.0,0.0
59.4,1.0,0.0,0.0
59.42,1.0,0.0,0.0
59.44,1.0,0.0,0.0
59.46,1.0,0.0,0.0
59.480000000000004,1.0,0.0,0.0
59.5,1.0,0.0,0.0
59.52,1.0,0.0,0.0
59.54,1.0,1.0,0.0
59.56,1.0,1.0,0.0
59.58,1.0,1.0,0.0
59.6,1.0,1.0,0.0
59.620000000000005,1.0,1.0,0.0
59.64,1.0,1.0,0.0
59.660000000000004,1.0,1.0,0.0
59.68,1.0,1.0,0.0
59.7,1.0,1.0,0.0
59.72,1.0,1.0,0.0
59.74,1.0,1.0,0.0
59.76,1.0,1.0,0.0
59.78,1.0,1.0,0.0
59.800000000000004,1.0,1.0,0.0
59.82,1.0,1.0,0.0
59.84,1.0,1.0,0.0
59.86,1.0,1.0,0.0
59.88,1.0,1.0,0.0
59.9,1.0,1.0,0.0
59.92,1.0,1.0,0.0
59.94,1.0,1.0,0.0
59.96,1.0,1.0,0.0
59.980000000000004,1.0,1.0,0.0
60.0,1.0,1.0,0.0
60.02,1.0,1.0,0.0
60.04,1.0,1.0,0.0
60.06,1.0,1.0,0.0
60.08,1.0,1.0,0.0
60.1,1.0,1.0,0.0
60.120000000000005,1.0,1.0,0.0
60.14,1.0,1.0,0.0
60.160000000000004,1.0,1.0,0.0
60.18,1.0,1.0,0.0
60.2,1.0,1.0,0.0
60.22,1.0,1.0,0.0
60.24,1.0,1.0,0.0
60.26,1.0,1.0,0.0
60.28,1.0,1.0,0.0
60.300000000000004,1.0,1.0,0.0
60.32,1.0,1.0,0.0
60.34,1.0,1.0,0.0
60.36,1.0,1.0,0.0
60.38,1.0,1.0,0.0
60.4,1.0,1.0,0.0
60.42,1.0,1.0,0.0
60.44,1.0,1.0,0.0
60.46,1.0,1.0,0.0
60.480000000000004,1.0,1.0,0.0
60.5,1.0,1.0,0.0
60.52,1.0,1.0,0.0
60.54,1.0,1.0,0.0
60.56,1.0,1.0,0.0
60.58,1.0,1.0,0.0
60.6,1.0,1.0,0.0
60.620000000000005,1.0,1.0,0.0
60.64,1.0,1.0,0.0
60.660000000000004,1.0,1.0,0.0
60.68,1.0,1.0,0.0
60.7,1.0,1.0,0.0
60.72,1.0,1.0,0.0
60.74,1.0,1.0,0.0
60.76,1.0,1.0,0.0
60.78,1.0,1.0,0.0
60.800000000000004,1.0,1.0,0.0
60.82,1.0,1.0,0.0
60.84,1.0,1.0,0.0
60.86,1.0,1.0,0.0
60.88,1.0,1.0,0.0
60.9,1.0,1.0,0.0
60.92,1.0,1.0,0.0
60.94,1.0,1.0,0.0
60.96,1.0,1.0,0.0
60.980000000000004,1.0,1.0,0.0
61.0,1.0,1.0,0.0
61.02,1.0,1.0,0.0
61.04,1.0,1.0,0.0
61.06,1.0,1.0,0.0
61.08,1.0,1.0,0.0
61.1,1.0,1.0,0.0
61.120000000000005,1.0,1.0,0.0
61.14,1.0,1.0,0.0
61.160000000000004,1.0,1.0,0.0
61.18,1.0,1.0,0.0
61.2,1.0,1.0,0.0
61.22,1.0,1.0,0.0
61.24,1.0,1.0,0.0
61.26,1.0,1.0,0.0
61.28,1.0,1.0,0.0
61.300000000000004,1.0,1.0,0.0
61.32,1.0,1.0,0.0
61.34,1.0,1.0,0.0
61.36,1.0,1.0,0.0
61.38,1.0,1.0,0.0
61.4,1.0,1.0,0.0
61.42,1.0,1.0,0.0
61.44,1.0,1.0,0.0
61.46,0.0,1.0,1.0
61.480000000000004,0.0,1.0,1.0
61.5,0.0,1.0,1.0
61.52,0.0,1.0,1.0
61.54,0.0,1.0,1.0
61.56,0.0,1.0,1.0
61.58,0.0,1.0,1.0
61.6,0.0,1.0,1.0
61.620000000000005,0.0,1.0,1.0
61.64,0.0,1.0,1.0
61.660000000000004,0.0,1.0,1.0
61.68,0.0,1.0,1.0
61.7,0.0,1.0,1.0
61.72,0.0,1.0,1.0
61.74,0.0,1.0,1.0
61.76,0.0,1.0,1.0
61.78,0.0,1.0,1.0
61.800000000000004,0.0,1.0,1.0
61.82,0.0,1.0,1.0
61.84,0.0,1.0,1.0
61.86,0.0,1.0,1.0
61.88,0.0,1.0,1.0
61.9,0.0,1.0,1.0
61.92,0.0,1.0,1.0
61.940000000000005,0.0,0.0,1.0
61.96,0.0,0.0,1.0
61.980000000000004,0.0,0.0,1.0
62.0,0.0,0.0,1.0
62.02,0.0,0.0,1.0
62.04,0.0,0.0,1.0
62.06,0.0,0.0,1.0
62.08,0.0,0.0,1.0
62.1,0.0,0.0,1.0
62.120000000000005,0.0,0.0,1.0
62.14,0.0,0.0,1.0
62.160000000000004,0.0,0.0,1.0
62.18,0.0,0.0,1.0
62.2,0.0,0.0,1.0
62.22,0.0,0.0,1.0
62.24,0.0,0.0,1.0
62.26,0.0,0.0,1.0
62.28,0.0,0.0,1.0
62.300000000000004,0.0,0.0,1.0
62.32,0.0,0.0,1.0
62.34,0.0,0.0,1.0
62.36,0.0,0.0,1.0
62.38,0.0,0.0,1.0
62.4,0.0,0.0,1.0
62.42,0.0,0.0,1.0
62.440000000000005,0.0,0.0,1.0
62.46,0.0,0.0,1.0
62.480000000000004,0.0,0.0,1.0
62.5,0.0,0.0,1.0
62.52,0.0,0.0,1.0
62.54,0.0,0.0,1.0
62.56,0.0,0.0,1.0
62.58,0.0,0.0,1.0
62.6,0.0,0.0,1.0
62.620000000000005,0.0,0.0,1.0
62.64,0.0,0.0,1.0
62.660000000000004,0.0,0.0,1.0
62.68,0.0,0.0,1.0
62.7,0.0,0.0,1.0
62.72,0.0,0.0,1.0
62.74,0.0,0.0,1.0
62.76,0.0,0.0,1.0
62.78,0.0,0.0,1.0
62.800000000000004,0.0,0.0,1.0
62.82,0.0,0.0,1.0
62.84,0.0,0.0,1.0
62.86,0.0,0.0,1.0
62.88,0.0,0.0,1.0
62.9,0.0,1.0,1.0
62.92,0.0,1.0,1.0
62.940000000000005,0.0,1.0,1.0
62.96,0.0,1.0,1.0
62.980000000000004,0.0,1.0,1.0
63.0,0.0,1.0,1.0
63.02,0.0,1.0,1.0
63.04,0.0,1.0,1.0
63.06,0.0,1.0,1.0
63.08,0.0,1.0,1.0
63.1,0.0,1.0,1.0
63.120000000000005,0.0,1.0,1.0
63.14,0.0,1.0,1.0
63.160000000000004,0.0,1.0,1.0
63.18,0.0,1.0,1.0
63.2,0.0,1.0,1.0
63.22,0.0,1.0,1.0
63.24,0.0,1.0,1.0
63.26,0.0,1.0,1.0
63.28,0.0,1.0,1.0
63.300000000000004,0.0,1.0,1.0
63.32,0.0,1.0,1.0
63.34,0.0,1.0,1.0
63.36,0.0,1.0,1.0
63.38,0.0,1.0,0.0
63.4,0.0,1.0,0.0
63.42,0.0,1.0,0.0
63.440000000000005,0.0,1.0,0.0
63.46,0.0,1.0,0.0
63.480000000000004,0.0,1.0,0.0
63.5,0.0,1.0,0.0
63.52,0.0,1.0,0.0
63.54,0.0,1.0,0.0
63.56,0.0,1.0,0.0
63.58,0.0,1.0,0.0
63.6,0.0,1.0,0.0
63.620000000000005,0.0,1.0,0.0
63.64,0.0,1.0,0.0
63.660000000000004,0.0,1.0,0.0
63.68,0.0,1.0,0.0
63.7,0.0,1.0,0.0
63.72,0.0,1.0,0.0
63.74,0.0,1.0,0.0
63.76,0.0,1.0,0.0
63.78,0.0,1.0,0.0
63.800000000000004,0.0,1.0,0.0
63.82,0.0,1.0,0.0
63.84,0.0,1.0,0.0
63.86,0.0,1.0,1.0
63.88,0.0,1.0,1.0
63.9,0.0,1.0,1.0
63.92,0.0,1.0,1.0
63.940000000000005,0.0,1.0,1.0
63.96,0.0,1.0,1.0
63.980000000000004,0.0,1.0,1.0
64.0,0.0,1.0,1.0
64.02,0.0,1.0,1.0
64.04,0.0,1.0,1.0
64.06,0.0,1.0,1.0
64.08,0.0,1.0,1.0
64.1,0.0,1.0,1.0
64.12,0.0,1.0,1.0
64.14,0.0,1.0,1.0
64.16,0.0,1.0,1.0
64.18,0.0,1.0,1.0
64.2,0.0,1.0,1.0
64.22,0.0,1.0,1.0
64.24,0.0,1.0,1.0
64.26,0.0,1.0,1.0
64.28,0.0,1.0,1.0
64.3,0.0,1.0,1.0
64.32000000000001,0.0,1.0,1.0
64.34,1.0,1.0,1.0
64.36,1.0,1.0,1.0
64.38,1.0,1.0,1.0
64.4,1.0,1.0,1.0
64.42,1.0,1.0,1.0
64.44,1.0,1.0,1.0
64.46000000000001,1.0,1.0,1.0
64.48,1.0,1.0,1.0
64.5,1.0,1.0,1.0
64.52,1.0,1.0,1.0
64.54,1.0,1.0,1.0
64.56,1.0,1.0,1.0
64.58,1.0,1.0,1.0
64.6,1.0,1.0,1.0
64.62,1.0,1.0,1.0
64.64,1.0,1.0,1.0
64.66,1.0,1.0,1.0
64.68,1.0,1.0,1.0
64.7,1.0,1.0,1.0
64.72,1.0,1.0,1.0
64.74,1.0,1.0,1.0
64.76,1.0,1.0,1.0
64.78,1.0,1.0,1.0
64.8,1.0,1.0,1.0
64.82000000000001,1.0,1.0,1.0
64.84,1.0,1.0,1.0
64.86,1.0,1.0,1.0
64.88,1.0,1.0,1.0
64.9,1.0,1.0,1.0
64.92,1.0,1.0,1.0
64.94,1.0,1.0,1.0
64.96000000000001,1.0,1.0,1.0
64.98,1.0,1.0,1.0
65.0,1.0,1.0,1.0
65.02,1.0,1.0,1.0
65.04,1.0,1.0,1.0
65.06,1.0,1.0,1.0
65.08,1.0,1.0,1.0
65.1,1.0,1.0,1.0
65.12,1.0,1.0,1.0
65.14,1.0,1.0,1.0
65.16,1.0,1.0,1.0
65.18,1.0,1.0,1.0
65.2,1.0,1.0,1.0
65.22,1.0,1.0,1.0
65.24,1.0,1.0,1.0
65.26,1.0,1.0,1.0
65.28,1.0,1.0,1.0
65.3,0.0,1.0,1.0
65.32000000000001,0.0,1.0,1.0
65.34,0.0,1.0,1.0
65.36,0.0,1.0,1.0
65.38,0.0,1.0,1.0
65.4,0.0,1.0,1.0
65.42,0.0,1.0,1.0
65.44,0.0,1.0,1.0
65.46000000000001,0.0,1.0,1.0
65.48,0.0,1.0,1.0
65.5,0.0,1.0,1.0
65.52,0.0,1.0,1.0
65.54,0.0,1.0,1.0
65.56,0.0,1.0,1.0
65.58,0.0,1.0,1.0
65.6,0.0,1.0,1.0
65.62,0.0,1.0,1.0
65.64,0.0,1.0,1.0
65.66,0.0,1.0,1.0
65.68,0.0,1.0,1.0
65.7,0.0,1.0,1.0
65.72,0.0,1.0,1.0
65.74,0.0,1.0,1.0
65.76,0.0,1.0,1.0
65.78,1.0,1.0,1.0
65.8,1.0,1.0,1.0
65.82000000000001,1.0,1.0,1.0
65.84,1.0,1.0,1.0
65.86,1.0,1.0,1.0
65.88,1.0,1.0,1.0
65.9,1.0,1.0,1.0
65.92,1.0,1.0,1.0
65.94,1.0,1.0,1.0
65.96000000000001,1.0,1.0,1.0
65.98,1.0,1.0,1.0
66.0,1.0,1.0,1.0
66.02,1.0,1.0,1.0
66.04,1.0,1.0,1.0
66.06,1.0,1.0,1.0
66.08,1.0,1.0,1.0
66.1,1.0,1.0,1.0
66.12,1.0,1.0,1.0
66.14,1.0,1.0,1.0
66.16,1.0,1.0,1.0
66.18,1.0,1.0,1.0
66.2,1.0,1.0,1.0
66.22,1.0,1.0,1.0
66.24,1.0,1.0,1.0
66.26,1.0,1.0,0.0
66.28,1.0,1.0,0.0
66.3,1.0,1.0,0.0
66.32000000000001,1.0,1.0,0.0
66.34,1.0,1.0,0.0
66.36,1.0,1.0,0.0
66.38,1.0,1.0,0.0
66.4,1.0,1.0,0.0
66.42,1.0,1.0,0.0
66.44,1.0,1.0,0.0
66.46000000000001,1.0,1.0,0.0
66.48,1.0,1.0,0.0
66.5,1.0,1.0,0.0
66.52,1.0,1.0,0.0
66.54,1.0,1.0,0.0
66.56,1.0,1.0,0.0
66.58,1.0,1.0,0.0
66.6,1.0,1.0,0.0
66.62,1.0,1.0,0.0
66.64,1.0,1.0,0.0
66.66,1.0,1.0,0.0
66.68,1.0,1.0,0.0
66.7,1.0,1.0,0.0
66.72,1.0,1.0,0.0
66.74,0.0,1.0,1.0
66.76,0.0,1.0,1.0
66.78,0.0,1.0,1.0
66.8,0.0,1.0,1.0
66.82000000000001,0.0,1.0,1.0
66.84,0.0,1.0,1.0
66.86,0.0,1.0,1.0
66.88,0.0,1.0,1.0
66.9,0.0,1.0,1.0
66.92,0.0,1.0,1.0
66.94,0.0,1.0,1.0
66.96000000000001,0.0,1.0,1.0
66.98,0.0,1.0,1.0
67.0,0.0,1.0,1.0
67.02,0.0,1.0,1.0
67.04,0.0,1.0,1.0
67.06,0.0,1.0,1.0
67.08,0.0,1.0,1.0
67.1,0.0,1.0,1.0
67.12,0.0,1.0,1.0
67.14,0.0,1.0,1.0
67.16,0.0,1.0,1.0
67.18,0.0,1.0,1.0
67.2,0.0,1.0,1.0
67.22,1.0,0.0,1.0
67.24,1.0,0.0,1.0
67.26,1.0,0.0,1.0
67.28,1.0,0.0,1.0
67.3,1.0,0.0,1.0
67.32000000000001,1.0,0.0,1.0
67.34,1.0,0.0,1.0
67.36,1.0,0.0,1.0
67.38,1.0,0.0,1.0
67.4,1.0,0.0,1.0
67.42,1.0,0.0,1.0
67.44,1.0,0.0,1.0
67.46000000000001,1.0,0.0,1.0
67.48,1.0,0.0,1.0
67.5,1.0,0.0,1.0
67.52,1.0,0.0,1.0
67.54,1.0,0.0,1.0
67.56,1.0,0.0,1.0
67.58,1.0,0.0,1.0
67.6,1.0,0.0,1.0
67.62,1.0,0.0,1.0
67.64,1.0,0.0,1.0
67.66,1.0,0.0,1.0
67.68,1.0,0.0,1.0
67.7,1.0,0.0,1.0
67.72,1.0,0.0,1.0
67.74,1.0,0.0,1.0
67.76,1.0,0.0,1.0
67.78,1.0,0.0,1.0
67.8,1.0,0.0,1.0
67.82000000000001,1.0,0.0,1.0
67.84,1.0,0.0,1.0
67.86,1.0,0.0,1.0
67.88,1.0,0.0,1.0
67.9,1.0,0.0,1.0
67.92,1.0,0.0,1.0
67.94,1.0,0.0,1.0
67.96000000000001,1.0,0.0,1.0
67.98,1.0,0.0,1.0
68.0,1.0,0.0,1.0
68.02,1.0,0.0,1.0
68.04,1.0,0.0,1.0
68.06,1.0,0.0,1.0
68.08,1.0,0.0,1.0
68.1,1.0,0.0,1.0
68.12,1.0,0.0,1.0
68.14,1.0,0.0,1.0
68.16,1.0,0.0,1.0
68.18,1.0,1.0,1.0
68.2,1.0,1.0,1.0
68.22,1.0,1.0,1.0
68.24,1.0,1.0,1.0
68.26,1.0,1.0,1.0
68.28,1.0,1.0,1.0
68.3,1.0,1.0,1.0
68.32000000000001,1.0,1.0,1.0
68.34,1.0,1.0,1.0
68.36,1.0,1.0,1.0
68.38,1.0,1.0,1.0
68.4,1.0,1.0,1.0
68.42,1.0,1.0,1.0
68.44,1.0,1.0,1.0
68.46000000000001,1.0,1.0,1.0
68.48,1.0,1.0,1.0
68.5,1.0,1.0,1.0
68.52,1.0,1.0,1.0
68.54,1.0,1.0,1.0
68.56,1.0,1.0,1.0
68.58,1.0,1.0,1.0
68.60000000000001,1.0,1.0,1.0
68.62,1.0,1.0,1.0
68.64,1.0,1.0,1.0
68.66,1.0,1.0,0.0
68.68,1.0,1.0,0.0
68.7,1.0,1.0,0.0
68.72,1.0,1.0,0.0
68.74,1.0,1.0,0.0
68.76,1.0,1.0,0.0
68.78,1.0,1.0,0.0
68.8,1.0,1.0,0.0
68.82000000000001,1.0,1.0,0.0
68.84,1.0,1.0,0.0
68.86,1.0,1.0,0.0
68.88,1.0,1.0,0.0
68.9,1.0,1.0,0.0
68.92,1.0,1.0,0.0
68.94,1.0,1.0,0.0
68.96000000000001,1.0,1.0,0.0
68.98,1.0,1.0,0.0
69.0,1.0,1.0,0.0
69.02,1.0,1.0,0.0
69.04,1.0,1.0,0.0
69.06,1.0,1.0,0.0
69.08,1.0,1.0,0.0
69.10000000000001,1.0,1.0,0.0
69.12,1.0,1.0,0.0
69.14,1.0,0.0,1.0
69.16,1.0,0.0,1.0
69.18,1.0,0.0,1.0
69.2,1.0,0.0,1.0
69.22,1.0,0.0,1.0
69.24,1.0,0.0,1.0
69.26,1.0,0.0,1.0
69.28,1.0,0.0,1.0
69.3,1.0,0.0,1.0
69.32000000000001,1.0,0.0,1.0
69.34,1.0,0.0,1.0
69.36,1.0,0.0,1.0
69.38,1.0,0.0,1.0
69.4,1.0,0.0,1.0
69.42,1.0,0.0,1.0
69.44,1.0,0.0,1.0
69.46000000000001,1.0,0.0,1.0
69.48,1.0,0.0,1.0
69.5,1.0,0.0,1.0
69.52,1.0,0.0,1.0
69.54,1.0,0.0,1.0
69.56,1.0,0.0,1.0
69.58,1.0,0.0,1.0
69.60000000000001,1.0,0.0,1.0
69.62,0.0,0.0,1.0
69.64,0.0,0.0,1.0
69.66,0.0,0.0,1.0
69.68,0.0,0.0,1.0
69.7,0.0,0.0,1.0
69.72,0.0,0.0,1.0
69.74,0.0,0.0,1.0
69.76,0.0,0.0,1.0
69.78,0.0,0.0,1.0
69.8,0.0,0.0,1.0
69.82000000000001,0.0,0.0,1.0
69.84,0.0,0.0,1.0
69.86,0.0,0.0,1.0
69.88,0.0,0.0,1.0
69.9,0.0,0.0,1.0
69.92,0.0,0.0,1.0
69.94,0.0,0.0,1.0
69.96000000000001,0.0,0.0,1.0
69.98,0.0,0.0,1.0
70.0,0.0,0.0,1.0
70.02,0.0,0.0,1.0
70.04,0.0,0.0,1.0
70.06,0.0,0.0,1.0
70.08,0.0,0.0,1.0
70.10000000000001,1.0,1.0,0.0
70.12,1.0,1.0,0.0
70.14,1.0,1.0,0.0
70.16,1.0,1.0,0.0
70.18,1.0,1.0,0.0
70.2,1.0,1.0,0.0
70.22,1.0,1.0,0.0
70.24,1.0,1.0,0.0
70.26,1.0,1.0,0.0
70.28,1.0,1.0,0.0
70.3,1.0,1.0,0.0
70.32000000000001,1.0,1.0,0.0
70.34,1.0,1.0,0.0
70.36,1.0,1.0,0.0
70.38,1.0,1.0,0.0
70.4,1.0,1.0,0.0
70.42,1.0,1.0,0.0
70.44,1.0,1.0,0.0
70.46000000000001,1.0,1.0,0.0
70.48,1.0,1.0,0.0
70.5,1.0,1.0,0.0
70.52,1.0,1.0,0.0
70.54,1.0,1.0,0.0
70.56,1.0,1.0,0.0
70.58,1.0,1.0,0.0
70.60000000000001,1.0,1.0,0.0
70.62,1.0,1.0,0.0
70.64,1.0,1.0,0.0
70.66,1.0,1.0,0.0
70.68,1.0,1.0,0.0
70.7,1.0,1.0,0.0
70.72,1.0,1.0,0.0
70.74,1.0,1.0,0.0
70.76,1.0,1.0,0.0
70.78,1.0,1.0,0.0
70.8,1.0,1.0,0.0
70.82000000000001,1.0,1.0,0.0
70.84,1.0,1.0,0.0
70.86,1.0,1.0,0.0
70.88,1.0,1.0,0.0
70.9,1.0,1.0,0.0
70.92,1.0,1.0,0.0
70.94,1.0,1.0,0.0
70.96000000000001,1.0,1.0,0.0
70.98,1.0,1.0,0.0
71.0,1.0,1.0,0.0
71.02,1.0,1.0,0.0
71.04,1.0,1.0,0.0
71.06,1.0,1.0,1.0
71.08,1.0,1.0,1.0
71.10000000000001,1.0,1.0,1.0
71.12,1.0,1.0,1.0
71.14,1.0,1.0,1.0
71.16,1.0,1.0,1.0
71.18,1.0,1.0,1.0
71.2,1.0,1.0,1.0
71.22,1.0,1.0,1.0
71.24,1.0,1.0,1.0
71.26,1.0,1.0,1.0
71.28,1.0,1.0,1.0
71.3,1.0,1.0,1.0
71.32000000000001,1.0,1.0,1.0
71.34,1.0,1.0,1.0
71.36,1.0,1.0,1.0
71.38,1.0,1.0,1.0
71.4,1.0,1.0,1.0
71.42,1.0,1.0,1.0
71.44,1.0,1.0,1.0
71.46000000000001,1.0,1.0,1.0
71.48,1.0,1.0,1.0
71.5,1.0,1.0,1.0
71.52,1.0,1.0,1.0
71.54,1.0,1.0,1.0
71.56,1.0,1.0,1.0
71.58,1.0,1.0,1.0
71.60000000000001,1.0,1.0,1.0
71.62,1.0,1.0,1.0
71.64,1.0,1.0,1.0
